name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Quezon City, National Capital Region, Philippines",2013-02-06,31.0,22.9,26.6,34.6,22.9,28.2,21.4,73.5,0.0,0.0,0.0,,,,46.4,18.4,30.0,1012.4,42.0,10.6,259.9,22.4,9.0,,2013-02-06T06:23:07,2013-02-06T17:56:48,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-07,32.1,24.9,28.0,35.9,24.9,29.7,22.0,70.9,0.0,0.0,0.0,,,,,18.4,135.0,1010.5,60.2,11.2,241.7,20.8,8.0,,2013-02-07T06:22:50,2013-02-07T17:57:12,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-08,32.0,24.0,27.9,35.7,24.0,29.8,21.6,69.3,0.0,0.0,0.0,,,,25.9,15.0,136.7,1011.6,45.4,10.7,263.5,22.6,9.0,,2013-02-08T06:22:32,2013-02-08T17:57:36,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-09,29.0,23.9,26.6,32.2,23.9,28.0,21.9,75.7,0.0,0.0,0.0,,,,29.5,12.9,97.1,1012.6,60.3,10.7,263.2,22.6,9.0,,2013-02-09T06:22:13,2013-02-09T17:57:59,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-10,31.1,23.9,27.4,34.3,23.9,28.7,21.2,70.0,0.0,0.0,0.0,,,,42.5,23.9,91.8,1012.5,35.5,10.5,262.5,22.6,9.0,,2013-02-10T06:21:52,2013-02-10T17:58:22,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-11,31.1,21.9,27.3,34.7,21.9,28.6,21.0,69.5,0.0,0.0,0.0,,,,,18.4,92.1,1012.3,38.2,10.5,250.7,21.9,9.0,,2013-02-11T06:21:31,2013-02-11T17:58:44,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-12,30.6,24.0,27.0,34.7,24.0,28.9,22.7,78.0,3.557,100.0,16.67,rain,,,,25.9,86.5,1012.6,71.6,10.1,246.2,21.3,9.0,,2013-02-12T06:21:09,2013-02-12T17:59:06,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-13,31.1,22.0,27.4,34.7,22.0,29.2,21.6,71.2,0.167,100.0,20.83,rain,,,35.3,22.2,92.1,1012.4,53.1,10.3,248.3,21.4,9.0,,2013-02-13T06:20:46,2013-02-13T17:59:27,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-14,32.0,23.9,28.1,34.5,23.9,29.5,20.8,66.0,0.0,0.0,0.0,,,,,22.1,85.9,1011.8,48.6,10.7,260.4,22.4,9.0,,2013-02-14T06:20:22,2013-02-14T17:59:47,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-15,31.0,24.0,27.1,35.4,24.0,29.1,22.9,78.6,0.374,100.0,8.33,rain,,,33.5,25.6,85.9,1011.4,66.5,10.3,260.2,22.4,9.0,,2013-02-15T06:19:57,2013-02-15T18:00:07,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-16,33.1,23.9,28.0,35.7,23.9,29.0,20.3,64.3,0.0,0.0,0.0,,,,42.5,25.4,102.2,1011.6,34.1,10.5,278.2,24.2,9.0,,2013-02-16T06:19:31,2013-02-16T18:00:26,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-17,32.0,25.0,27.6,33.7,25.0,28.6,20.3,65.4,0.064,100.0,4.17,rain,,,37.1,24.0,97.1,1010.9,48.0,10.6,255.4,22.1,9.0,,2013-02-17T06:19:05,2013-02-17T18:00:44,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-18,32.9,23.1,27.9,34.5,23.1,28.8,20.1,64.3,0.02,100.0,4.17,rain,,,25.9,23.7,99.4,1010.6,48.1,10.5,272.5,23.6,9.0,,2013-02-18T06:18:37,2013-02-18T18:01:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-19,32.1,23.9,27.7,34.9,23.9,28.8,20.2,64.8,0.0,0.0,0.0,,,,35.3,18.3,76.2,1009.8,72.7,10.4,261.5,22.5,9.0,,2013-02-19T06:18:09,2013-02-19T18:01:20,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-20,31.1,25.7,27.9,32.2,25.7,29.0,19.3,60.1,0.0,0.0,0.0,,,,,29.5,64.0,1009.7,89.4,10.1,143.0,12.2,6.0,,2013-02-20T06:17:39,2013-02-20T18:01:37,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-21,32.0,24.8,27.8,34.8,24.8,29.2,20.9,67.3,2.255,100.0,16.67,rain,,,70.2,27.8,51.3,1009.7,89.2,10.3,127.6,11.0,5.0,,2013-02-21T06:17:09,2013-02-21T18:01:54,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-22,26.9,23.8,24.7,29.9,23.8,24.8,24.2,97.1,69.699,100.0,33.33,rain,,,46.4,14.8,352.3,1011.7,99.9,8.3,192.0,16.6,7.0,,2013-02-22T06:16:39,2013-02-22T18:02:09,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-23,31.9,23.0,27.5,35.7,23.0,29.3,22.5,76.5,4.841,100.0,12.5,rain,,,51.8,25.9,78.1,1012.4,63.1,10.2,279.5,24.1,9.0,,2013-02-23T06:16:07,2013-02-23T18:02:25,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-24,32.1,25.5,28.2,35.0,25.5,29.9,21.3,67.1,0.0,0.0,0.0,,,,53.6,24.1,98.0,1012.8,38.7,10.4,276.1,23.9,9.0,,2013-02-24T06:15:35,2013-02-24T18:02:40,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-25,31.1,24.9,28.0,35.0,24.9,30.0,22.5,73.1,1.359,100.0,20.83,rain,,,48.2,27.6,94.7,1012.9,52.6,10.3,272.4,23.5,9.0,,2013-02-25T06:15:02,2013-02-25T18:02:54,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-26,31.0,25.7,27.6,35.4,25.7,30.0,22.7,74.9,0.079,100.0,4.17,rain,,,35.3,22.1,106.2,1012.9,49.2,10.5,280.8,24.6,9.0,,2013-02-26T06:14:28,2013-02-26T18:03:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-27,32.0,24.9,28.1,35.0,24.9,30.0,21.8,69.6,0.0,0.0,0.0,,,,46.4,22.1,117.8,1011.7,47.3,10.4,285.7,24.8,10.0,,2013-02-27T06:13:54,2013-02-27T18:03:22,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-02-28,33.0,25.1,28.3,36.9,25.1,30.3,22.0,69.5,0.0,0.0,0.0,,,,46.4,18.4,124.0,1010.8,41.1,10.6,294.5,25.6,10.0,,2013-02-28T06:13:19,2013-02-28T18:03:35,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-01,32.1,23.0,28.1,36.0,23.0,29.5,21.1,67.2,0.0,0.0,0.0,,,,46.4,22.3,124.6,1012.0,42.9,10.5,295.9,25.6,10.0,,2013-03-01T06:12:43,2013-03-01T18:03:47,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-02,32.0,24.1,27.8,35.7,24.1,29.2,20.6,65.4,0.069,100.0,4.17,rain,,,38.9,18.4,105.4,1013.1,34.5,10.7,287.1,24.9,10.0,,2013-03-02T06:12:07,2013-03-02T18:04:00,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-03,28.0,24.0,26.0,30.2,24.0,26.7,21.7,77.4,1.53,100.0,16.67,rain,,,35.3,13.0,104.1,1013.4,82.8,10.1,264.7,22.9,9.0,,2013-03-03T06:11:30,2013-03-03T18:04:11,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-04,29.1,23.9,26.3,31.2,23.9,27.1,20.8,72.5,0.0,0.0,0.0,,,,44.3,16.4,87.9,1013.8,57.8,10.3,245.1,21.1,9.0,,2013-03-04T06:10:53,2013-03-04T18:04:23,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-05,31.0,23.8,26.9,32.2,23.8,27.5,19.3,64.0,0.0,0.0,0.0,,,,46.4,23.9,85.7,1015.0,50.9,10.5,288.1,24.9,10.0,,2013-03-05T06:10:15,2013-03-05T18:04:34,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-06,30.1,23.8,26.8,31.8,23.8,27.5,19.3,64.0,0.0,0.0,0.0,,,,,20.2,98.6,1014.6,62.0,10.5,296.4,25.6,10.0,,2013-03-06T06:09:37,2013-03-06T18:04:44,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-07,29.1,22.9,26.6,31.3,22.9,27.7,20.5,69.9,0.0,0.0,0.0,,,,42.5,14.8,60.5,1013.8,70.7,10.4,271.1,23.4,10.0,,2013-03-07T06:08:58,2013-03-07T18:04:55,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-08,29.0,24.9,26.9,32.0,24.9,27.9,21.0,70.4,0.0,0.0,0.0,,,,42.5,25.6,112.1,1013.0,72.8,10.4,230.5,20.0,8.0,,2013-03-08T06:08:19,2013-03-08T18:05:04,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-09,32.9,24.0,27.9,36.0,24.0,29.4,21.0,67.2,0.0,0.0,0.0,,,,48.2,18.2,115.9,1011.8,63.5,10.6,264.5,23.0,9.0,,2013-03-09T06:07:40,2013-03-09T18:05:14,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-10,33.1,25.1,28.2,36.9,25.1,30.6,22.9,73.9,0.12,100.0,4.17,rain,,,46.4,11.9,141.2,1011.4,63.7,10.4,231.9,19.9,8.0,,2013-03-10T06:07:00,2013-03-10T18:05:23,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-11,33.0,26.5,29.1,40.0,26.5,33.3,23.7,73.3,0.064,100.0,8.33,rain,,,50.0,16.8,115.3,1011.4,52.4,10.3,250.0,21.6,9.0,,2013-03-11T06:06:19,2013-03-11T18:05:32,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-12,33.1,25.0,29.1,37.1,25.0,32.1,22.5,68.5,0.2,100.0,4.17,rain,,,40.7,20.5,119.8,1011.5,34.8,13.2,292.5,25.3,10.0,,2013-03-12T06:05:39,2013-03-12T18:05:41,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-13,34.1,24.9,29.2,39.5,24.9,32.6,22.8,69.4,0.0,0.0,0.0,,,,55.4,16.6,139.9,1012.2,42.6,10.6,284.4,24.5,10.0,,2013-03-13T06:04:58,2013-03-13T18:05:50,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-14,33.0,25.9,28.9,38.1,25.9,32.5,23.6,74.0,11.501,100.0,12.5,rain,,,46.4,18.4,98.3,1013.1,53.5,10.6,225.3,19.5,8.0,,2013-03-14T06:04:16,2013-03-14T18:05:58,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-15,31.1,26.0,28.6,34.5,26.0,31.2,22.1,68.6,0.13,100.0,4.17,rain,,,33.5,18.4,98.0,1014.0,50.5,10.6,296.3,25.6,10.0,,2013-03-15T06:03:35,2013-03-15T18:06:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-16,31.0,24.9,27.7,34.5,24.9,30.0,22.4,73.4,0.162,100.0,4.17,rain,,,55.4,18.3,106.1,1014.1,69.4,11.4,292.4,25.4,10.0,,2013-03-16T06:02:53,2013-03-16T18:06:14,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-17,32.9,25.0,28.5,35.3,25.0,30.7,21.7,67.3,0.0,0.0,0.0,,,,35.3,22.0,110.3,1012.0,37.1,10.6,291.7,25.1,10.0,,2013-03-17T06:02:11,2013-03-17T18:06:21,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-18,33.9,24.9,29.1,39.0,24.9,31.7,22.0,66.2,0.0,0.0,0.0,,,,42.5,14.7,104.1,1010.4,47.1,10.6,300.5,25.9,10.0,,2013-03-18T06:01:29,2013-03-18T18:06:29,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-19,34.1,26.0,29.6,38.4,26.0,32.7,22.4,66.3,0.0,0.0,0.0,,,,,20.3,115.6,1010.6,33.2,10.4,302.4,26.2,10.0,,2013-03-19T06:00:46,2013-03-19T18:06:36,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-20,33.1,24.9,28.9,36.0,24.9,31.0,21.4,64.9,0.0,0.0,0.0,,,,44.3,22.0,121.6,1011.1,34.7,11.5,309.1,26.7,10.0,,2013-03-20T06:00:04,2013-03-20T18:06:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,remote,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-21,34.0,24.9,28.9,37.1,24.9,30.7,21.0,63.6,0.0,0.0,0.0,,,,42.5,22.3,103.6,1010.9,52.1,10.8,298.4,25.6,10.0,,2013-03-21T05:59:21,2013-03-21T18:06:50,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-22,30.0,25.0,27.4,41.8,25.0,30.4,23.6,80.3,32.5,100.0,16.67,rain,,,44.3,16.6,27.4,1010.1,84.8,10.1,204.3,17.8,7.0,,2013-03-22T05:58:39,2013-03-22T18:06:57,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-23,32.9,25.9,29.1,39.3,25.9,33.1,24.1,75.1,4.481,100.0,8.33,rain,,,35.3,22.5,99.3,1010.0,51.0,10.5,132.5,11.5,5.0,,2013-03-23T05:57:56,2013-03-23T18:07:04,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-24,34.1,26.4,29.6,39.2,26.4,33.6,23.6,71.3,5.021,100.0,12.5,rain,,,42.5,15.1,133.9,1009.5,50.7,10.4,231.2,20.1,9.0,,2013-03-24T05:57:13,2013-03-24T18:07:11,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-25,32.0,26.0,28.8,39.1,26.0,32.8,24.4,77.8,52.357,100.0,16.67,rain,,,31.3,14.7,97.8,1009.2,74.9,10.0,185.6,16.2,7.0,,2013-03-25T05:56:30,2013-03-25T18:07:17,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-26,33.2,26.7,29.6,38.4,29.1,32.9,22.3,65.5,0.0,0.0,0.0,,,,46.4,20.2,113.2,1009.7,45.6,10.6,275.6,23.9,10.0,,2013-03-26T05:55:47,2013-03-26T18:07:24,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-27,34.0,25.9,29.4,38.2,25.9,32.1,22.0,65.1,0.0,0.0,0.0,,,,35.3,18.4,112.4,1010.1,36.4,10.7,277.3,24.0,10.0,,2013-03-27T05:55:04,2013-03-27T18:07:31,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-28,34.1,24.0,29.3,39.5,24.0,32.7,22.5,67.4,0.161,100.0,8.33,rain,,,48.2,20.4,115.4,1010.3,42.9,10.8,218.3,19.0,7.0,,2013-03-28T05:54:21,2013-03-28T18:07:37,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-29,34.1,25.9,29.9,39.3,25.9,33.6,23.0,67.5,0.0,0.0,0.0,,,,35.3,22.3,125.2,1010.1,34.7,10.7,241.5,20.9,8.0,,2013-03-29T05:53:39,2013-03-29T18:07:44,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-30,33.1,26.9,29.7,35.6,29.0,32.4,21.5,62.6,0.0,0.0,0.0,,,,35.3,27.2,105.7,1009.8,33.8,10.8,275.5,23.9,9.0,,2013-03-30T05:52:56,2013-03-30T18:07:50,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-03-31,34.0,26.8,30.1,39.3,28.9,33.4,22.3,64.0,0.0,0.0,0.0,,,,51.8,20.2,115.1,1010.7,40.4,10.9,314.4,27.2,10.0,,2013-03-31T05:52:14,2013-03-31T18:07:57,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-01,34.1,26.9,30.2,39.5,29.0,33.8,22.4,64.0,0.0,0.0,0.0,,,,,20.5,105.3,1010.9,40.4,10.7,298.3,25.9,10.0,,2013-04-01T05:51:31,2013-04-01T18:08:04,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-02,33.1,24.9,29.4,39.4,24.9,33.4,23.7,72.2,0.84,100.0,4.17,rain,,,27.7,18.4,101.8,1010.4,57.0,10.5,277.1,23.7,9.0,,2013-04-02T05:50:49,2013-04-02T18:08:11,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-03,34.0,26.1,29.9,37.5,26.1,33.0,22.2,64.2,0.0,0.0,0.0,,,,48.2,23.3,118.8,1008.5,37.9,10.8,291.7,25.2,10.0,,2013-04-03T05:50:07,2013-04-03T18:08:17,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-04,34.0,26.1,30.2,38.1,26.1,33.4,22.1,63.2,0.0,0.0,0.0,,,,55.4,18.3,124.2,1007.6,32.9,10.9,319.0,27.5,10.0,,2013-04-04T05:49:25,2013-04-04T18:08:24,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-05,33.4,26.1,29.7,40.3,26.1,34.1,23.8,71.3,0.0,0.0,0.0,,,,57.2,25.8,203.9,1007.2,39.4,13.4,307.4,26.4,10.0,,2013-04-05T05:48:43,2013-04-05T18:08:31,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-06,33.0,26.9,29.7,40.8,30.7,35.8,25.3,77.7,0.0,0.0,0.0,,,,35.3,31.3,252.5,1006.4,34.5,10.7,311.3,26.9,10.0,,2013-04-06T05:48:02,2013-04-06T18:08:38,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-07,34.1,25.9,30.1,37.8,25.9,33.8,22.9,66.8,0.0,0.0,0.0,,,,40.7,18.4,270.7,1006.5,32.8,10.9,315.7,27.3,10.0,,2013-04-07T05:47:21,2013-04-07T18:08:46,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-08,35.9,27.8,31.0,41.8,31.4,36.1,23.8,67.0,0.0,0.0,0.0,,,,,16.6,112.7,1008.6,40.3,10.7,226.3,19.5,8.0,,2013-04-08T05:46:40,2013-04-08T18:08:53,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-09,33.0,26.9,30.3,39.1,30.0,34.7,23.3,66.6,0.0,0.0,0.0,,,,48.2,22.2,102.0,1010.1,58.5,10.5,195.5,17.0,6.0,,2013-04-09T05:46:00,2013-04-09T18:09:01,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
